index,1993_1,1993_10,1993_11,1993_12,1993_2,1993_3,1993_4,1993_5,1993_6,1993_7,1993_8,1993_9,1994_1,1994_10,1994_11,1994_12,1994_2,1994_3,1994_4,1994_5,1994_6,1994_7,1994_8,1994_9,1995_1,1995_10,1995_11,1995_12,1995_2,1995_3,1995_4,1995_5,1995_6,1995_7,1995_8,1995_9,1996_1,1996_10,1996_11,1996_12,1996_2,1996_3,1996_4,1996_5,1996_6,1996_7,1996_8,1996_9,1997_1,1997_10,1997_11,1997_12,1997_2,1997_3,1997_4,1997_5,1997_6,1997_7,1997_8,1997_9,1998_1,1998_10,1998_11,1998_12,1998_2,1998_3,1998_4,1998_5,1998_6,1998_7,1998_8,1998_9,1999_1,1999_10,1999_11,1999_12,1999_2,1999_3,1999_4,1999_5,1999_6,1999_7,1999_8,1999_9,2000_1,2000_10,2000_11,2000_12,2000_2,2000_3,2000_4,2000_5,2000_6,2000_7,2000_8,2000_9,2001_1,2001_10,2001_11,2001_12,2001_2,2001_3,2001_4,2001_5,2001_6,2001_7,2001_8,2001_9,2002_1,2002_10,2002_11,2002_12,2002_2,2002_3,2002_4,2002_5,2002_6,2002_7,2002_8,2002_9,2003_1,2003_10,2003_11,2003_12,2003_2,2003_3,2003_4,2003_5,2003_6,2003_7,2003_8,2003_9,2004_1,2004_10,2004_11,2004_12,2004_2,2004_3,2004_4,2004_5,2004_6,2004_7,2004_8,2004_9,2005_1,2005_10,2005_11,2005_12,2005_2,2005_3,2005_4,2005_5,2005_6,2005_7,2005_8,2005_9,2006_1,2006_10,2006_11,2006_12,2006_2,2006_3,2006_4,2006_5,2006_6,2006_7,2006_8,2006_9,2007_1,2007_10,2007_11,2007_12,2007_2,2007_3,2007_4,2007_5,2007_6,2007_7,2007_8,2007_9,2008_1,2008_10,2008_11,2008_12,2008_2,2008_3,2008_4,2008_5,2008_6,2008_7,2008_8,2008_9,2009_1,2009_10,2009_11,2009_12,2009_2,2009_3,2009_4,2009_5,2009_6,2009_7,2009_8,2009_9,2010_1,2010_10,2010_11,2010_12,2010_2,2010_3,2010_4,2010_5,2010_6,2010_7,2010_8,2010_9,2011_1,2011_10,2011_11,2011_12,2011_2,2011_3,2011_4,2011_5,2011_6,2011_7,2011_8,2011_9,2012_1,2012_10,2012_11,2012_12,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2013_1,2013_10,2013_11,2013_12,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2014_1,2014_10,2014_11,2014_12,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2015_1,2015_10,2015_11,2015_12,2015_2,2015_3,2015_4,2015_5,2015_6,2015_7,2015_8,2015_9,2016_1,2016_10,2016_11,2016_12,2016_2,2016_3,2016_4,2016_5,2016_6,2016_7,2016_8,2016_9
-10_37,288.780188172,291.463696237,289.858222222,288.864973118,288.204151786,288.070819892,288.536125,289.440094086,291.214263889,291.946491935,292.009422043,293.032930556,287.754919355,292.518212366,292.044861111,290.876290323,286.939047619,287.56594086,288.040930556,289.174126344,291.653222222,292.041142473,293.140658602,292.952708333,289.306491935,293.006021505,291.917291667,290.453521505,288.409464286,288.224126344,288.997013889,290.124301075,291.345708333,293.373548387,294.021532258,293.961291667,289.153817204,292.652903226,291.706611111,289.852997312,288.392140805,288.503951613,289.202013889,290.15313172,291.909402778,293.157379032,293.626075269,293.558458333,288.52827957,293.918844086,292.222625,290.276895161,288.110372024,289.218696237,290.350430556,290.967997312,292.179763889,292.939099462,293.527647849,294.412305556,289.291102151,291.964193548,291.892569444,290.151451613,288.981071429,289.03469086,289.373611111,289.64,290.872625,292.12858871,292.7275,293.134166667,288.805739247,293.3975,291.762986111,289.712782258,288.276175595,288.163508065,288.738291667,290.077379032,291.411833333,292.796451613,294.101344086,294.899319444,288.886075269,292.760013441,290.980972222,289.941801075,288.743520115,288.808145161,288.628888889,290.228682796,292.078444444,293.181733871,293.496639785,294.201625,288.808198925,293.341639785,291.112944444,289.630900538,288.353526786,288.28827957,288.477152778,289.226196237,291.331111111,292.58969086,293.527594086,293.765666667,289.421317204,293.35438172,291.8525,289.964287634,289.263869048,288.99233871,289.252166667,289.793602151,290.714583333,291.499516129,292.689206989,293.575861111,288.698938172,293.13108871,291.145472222,289.495107527,287.75077381,288.315766129,289.195194444,290.123991935,292.057847222,293.824180108,295.15672043,295.118513889,288.740067204,292.900833333,291.150944444,289.581115591,288.377945402,288.356626344,288.534291667,289.520201613,292.582986111,292.916209677,295.172459677,294.675194444,288.233723118,293.611841398,291.947486111,289.971317204,287.493348214,287.737916667,288.723694444,290.346115591,292.016055556,293.538037634,294.740698925,294.428166667,288.472137097,293.857473118,292.835972222,290.669354839,287.94733631,288.058938172,289.056263889,290.551209677,292.684333333,293.93016129,294.96219086,293.811444444,289.322782258,293.759623656,292.575013889,290.464314516,288.593854167,288.685107527,288.741138889,289.602768817,291.51325,292.454731183,292.508669355,293.325444444,289.396491935,293.236155914,290.967555556,289.127916667,288.992672414,289.315215054,289.243291667,290.406491935,292.023347222,293.029032258,293.848561828,293.974444444,288.221545699,294.087674731,292.560916667,290.900389785,287.608809524,287.747016129,288.576319444,289.927379032,292.391347222,294.018548387,294.449637097,294.144430556,289.345174731,293.381975806,292.022944444,290.509758065,288.549627976,288.728696237,289.639986111,290.573266129,291.463875,292.415860215,293.69577957,294.554430556,289.102567204,293.203400538,291.615847222,290.311680108,288.368214286,288.512459677,290.127902778,291.659771505,292.813916667,292.481061828,293.11719086,293.684138889,288.977540323,294.282983871,292.200319444,290.123897849,288.219813218,288.40530914,288.714986111,290.15016129,292.502208333,293.073884409,294.417379032,295.188319444,288.943857527,293.376263441,291.650625,289.848602151,288.274285714,288.020913978,289.109263889,289.437217742,290.500944444,293.12469086,293.837983871,293.135236111,289.087930108,294.83516129,293.282736111,290.772930108,287.986622024,288.096841398,289.117027778,290.626693548,291.910708333,293.266989247,294.420067204,295.340236111,288.677849462,294.098481183,292.870361111,290.988212366,287.822217262,287.742405914,288.853291667,290.330846774,291.588222222,293.665752688,294.391787634,294.344361111,289.720067204,293.234905914,292.220125,290.423467742,288.884238506,288.394475806,288.564083333,289.949543011,291.928791667,292.836612903,293.77827957,294.078861111
-10_38,288.64515905,291.199512209,289.521972222,288.52468414,288.17796751,288.047298387,288.402570602,289.205332101,290.907372685,291.924332437,292.435136089,292.520680556,287.39828181,291.64250448,291.282315972,290.538874328,286.8387438,287.459366599,287.637082755,289.014417003,291.288612269,292.119739023,292.802433916,292.526381944,289.127008289,292.655263777,291.80647338,290.355705645,288.178098958,287.932227263,288.538810185,289.836500896,291.299105324,292.922562164,293.792669131,293.479126157,289.099642697,292.255514673,291.086371528,289.210348342,288.230283166,288.226000224,288.96975,289.923637993,291.530273148,292.59468358,293.102940748,292.86237963,288.374593974,293.55938116,291.854171875,290.096892361,287.915,289.096612903,290.308354167,290.727542563,291.852141782,292.869431564,293.550342182,294.033821759,289.133975694,292.008403338,291.534648148,289.734817428,288.764475446,288.762773858,288.995013889,289.165335461,290.667344329,292.125402106,292.569959677,293.066572338,288.393723118,292.967770497,291.393758102,289.590640121,287.972693452,287.895,288.373482639,289.648420139,291.027336227,292.401189516,293.762427195,294.439499421,288.487548723,292.303982415,290.362255208,289.494051859,288.397795738,288.678514785,288.378029514,289.973412298,291.721320602,292.683823925,293.55812724,293.632489005,288.419879032,293.021363687,290.76008912,289.159964158,288.135052083,288.093304211,288.300491319,288.934911514,291.066230324,292.265753808,293.658054435,293.832235532,288.856336246,293.197450157,291.857443866,289.915444668,288.842610987,288.789310596,289.054382523,289.43640513,290.460662037,291.380510193,292.382552083,293.109547454,288.53484879,292.940692204,290.73378588,289.219768145,287.649630456,287.931395049,288.791800926,289.736053987,291.855027199,293.510332101,294.67921483,295.014248264,288.433043795,292.901123992,291.100388889,289.323244848,288.147887332,288.034482527,288.185596065,289.506282482,292.505633102,292.843613351,294.791476254,294.287615741,288.070948141,293.150698925,291.709494213,289.835241375,287.343312872,287.326372088,288.401090856,290.038916891,291.609650463,293.30718806,294.11046203,293.983114005,288.348560708,293.660675403,292.606671875,290.402361111,287.703291791,287.841921483,288.804541667,290.365743168,292.431609375,293.71469478,294.740328741,293.965193287,289.054793347,292.763139001,291.694165509,290.026669467,288.360391245,288.346710349,288.58583044,289.400989583,291.351357639,292.612851703,292.826487455,292.967427083,289.233493504,292.705584677,290.366453704,288.583217406,288.768730244,288.898133401,288.93316956,290.122693212,291.855764468,293.347248544,293.72828237,293.634010995,287.763159162,294.305173611,292.486941551,290.561793795,287.391393849,287.801914203,288.343963542,289.601211918,292.037582755,293.540996864,293.556730511,293.410798032,289.084071461,292.999241151,291.525161458,290.084239471,288.405055184,288.33828181,289.209091435,290.238368616,291.296186343,292.574111783,293.310582437,294.083729167,288.996162074,293.231477375,291.231353588,290.030173051,288.245196553,288.352020049,289.840543403,291.350968862,292.529890625,292.178706877,292.712561044,293.673432292,288.838419019,293.866143593,291.807420718,289.833818884,287.946023707,288.2028069,288.529083333,289.872695453,292.026346065,292.8996875,294.391960125,294.897352431,288.767039091,293.107848902,291.459679977,289.397555444,287.956699529,287.777378472,288.779315394,289.049226591,290.054518519,292.769152106,293.721240479,293.306970486,288.750598678,294.559404682,292.88080787,290.385886537,287.933963914,287.911698589,288.728059606,290.220049843,291.721350694,292.923979615,294.014413642,294.961588542,288.637221662,293.518224126,292.500644676,290.744251232,287.595045263,287.563509745,288.692003472,289.875208893,291.377197917,293.626351927,294.34390905,294.030953125,289.519356519,292.927796259,291.853265625,290.227219422,288.636585848,287.929803427,288.20813831,289.710720766,291.697939236,292.75671651,293.542445677,293.747979745
-10_39,288.366744512,290.674363799,289.11433912,288.053636313,287.91484685,287.36468862,287.96426331,288.74109095,290.621558449,291.846742832,292.177520161,292.434648727,287.033985775,291.495384745,290.659870949,289.83952789,286.557490699,286.897022289,287.291454861,288.402178539,290.848604745,292.041102151,292.357847782,292.525266782,288.32984151,291.989306676,291.116765625,289.598224126,287.413967014,287.241506496,287.873056713,289.189487007,290.801619213,292.619935596,293.380380264,292.802316551,288.394021057,291.322223342,289.92369213,288.275346102,287.68466954,287.651659946,288.496718171,289.476920923,291.478230903,292.400961582,293.025253136,292.558763889,287.912101815,293.648835685,291.476149306,289.745044243,287.604168527,288.625227935,290.008247106,290.357951389,291.404859375,292.671120072,293.599743504,294.068542824,288.702664651,291.83202733,291.245990741,289.306228159,288.539431424,288.495118168,288.358510417,288.767304547,290.571084491,291.875959341,292.51453517,292.822291667,288.221630264,292.383390457,290.678211227,288.998373096,287.513174603,287.405519713,287.910832176,289.051798835,290.533453704,292.447081093,293.87640849,294.214179977,287.763557348,291.879297155,290.246782986,289.052055892,287.694144516,288.05625056,288.047339699,289.472330869,291.261017361,292.366779794,293.220428987,293.396751736,287.821502016,292.556708669,290.639945023,288.690673163,287.334592014,287.528051635,288.040082176,288.615189292,291.023184028,292.346931564,293.476691868,293.259797454,288.337424955,292.441052867,290.895270833,289.086959565,288.294164807,288.113453181,288.403960069,289.029196909,290.180182292,291.154449485,292.326831877,292.780914352,288.055180332,292.800117608,290.097171296,288.789488687,286.995902158,287.308868728,288.183722222,289.251527778,291.859501736,293.136770273,294.228584789,294.197990162,287.930416107,292.383678875,290.510771991,288.830792451,287.585139488,287.500661962,287.601527199,289.167624888,292.790087963,293.243063956,294.767281026,293.960458912,287.680833333,292.134424843,291.119712384,289.296420811,286.916534598,286.848220766,287.973106481,289.749467406,291.34548669,293.086103271,293.673486223,293.153810764,287.958757841,293.410810932,292.070588542,289.878400538,287.278134921,287.308818324,288.257670718,290.053698477,292.302461227,293.563055556,294.211258961,293.822791667,288.619089942,292.642393593,290.887829861,289.334798947,287.963963914,287.743695677,288.340569444,289.106449933,290.903262153,292.511499776,292.470733647,292.921262153,288.700614919,292.297115255,290.188376157,288.194266913,288.397244373,288.366890121,288.472197338,289.606752352,291.651036458,293.188830085,293.566106071,293.595934606,287.310197693,293.462311268,291.943140625,290.043638553,286.709440724,287.236059028,287.676295139,288.911504816,291.505078704,293.037394713,293.331280802,292.936923611,288.493300851,292.651642025,290.909649306,289.397936268,287.67688058,287.69250448,288.511596065,289.791585461,290.882358218,292.311778674,292.999929996,293.980797454,288.568539427,293.366141913,291.210074074,289.585046483,287.873261409,287.649925515,288.978868056,290.702721774,292.055465856,292.10233871,292.718638553,293.3251875,288.352583445,293.033188284,291.304308449,289.245364023,287.474042744,287.755204413,288.110489583,289.414789427,291.564987269,292.60656362,294.089905914,294.436086227,288.056591622,292.931936044,291.088331019,288.980888217,287.363056176,287.349294355,288.027983218,288.210973902,289.503148148,292.375211694,293.186021505,292.761395833,288.000899978,293.502438956,291.736452546,289.428323813,287.131430432,287.136383849,288.103582176,289.700711806,291.369645255,292.909779346,293.61843862,294.43333912,287.968560708,293.15312836,291.84112037,290.124461806,286.876788194,286.928109319,288.157390625,289.288627352,291.268805556,293.621074709,293.795339382,293.358626736,289.150460909,292.593408938,291.277859954,289.864627016,288.157478448,287.274267473,287.755953704,289.147275426,291.284798032,292.38233703,293.206440412,293.154695602
-10_40,287.899444444,290.490644041,288.900831597,287.832051971,287.720332961,287.176825717,287.646925347,288.284098342,290.342410301,291.715027442,291.648448141,291.780273727,286.768212366,291.34077565,290.333602431,289.354792787,286.33453435,286.853619512,287.083555556,288.103305332,290.572323495,292.154317876,292.067471998,292.30523669,287.993898409,291.860848454,290.80244213,289.412647849,287.12656126,287.055291779,287.645758102,288.890059924,290.49141088,292.222678091,293.182152218,292.622375579,288.235218974,291.153033154,289.853879051,288.146365927,287.259058309,287.243629592,288.379739005,289.111501456,291.3873125,291.970882616,292.757175179,292.387502894,287.408729279,293.254512209,291.239480903,289.339115703,287.315546875,287.977282146,289.549953704,289.895539315,291.023620949,292.120767809,293.199629816,293.797395255,288.212596886,291.426435932,290.912486111,289.160991823,287.994174107,288.315414987,288.120002315,288.50734431,290.523441551,291.702362231,292.290052083,292.534951389,287.861179435,291.920877576,290.097796875,288.522610327,287.592146577,287.344357639,287.408002315,288.509755824,290.242964699,292.047614807,293.719172267,293.862709491,287.338022513,291.87265961,289.801675347,288.442957549,287.026307471,287.589913194,287.737724537,289.148932012,290.829818287,291.884040099,292.884243392,293.184468171,287.290400426,291.862580085,290.181144097,288.257093414,286.941883681,287.138318772,287.768505787,288.307586246,290.813420718,292.064172827,293.360296259,292.835609375,287.613099798,292.37921427,290.525116898,288.753960013,287.590517113,287.403300851,287.812269676,288.537740815,289.832639468,290.739259633,292.233334453,292.680248264,287.62061884,292.250826053,289.891789931,288.271808356,286.615962302,287.076533938,287.787190972,288.803915771,291.544423032,292.798852487,294.030190412,293.775124421,287.458323253,291.900245296,289.751967014,288.427516241,287.076654095,286.955882056,287.192763889,288.859722782,292.38015625,293.233466622,294.62688004,293.725703125,287.359980959,291.445663642,290.412291667,288.856611783,286.568914931,286.435731407,287.535903935,289.263804884,290.996208333,292.529941756,293.146026546,292.674287616,287.604140345,293.264482527,291.887052662,289.507864583,287.023307912,286.921174955,287.772237847,289.593040435,291.581649306,292.979866711,293.557046931,293.79448669,288.117954749,292.069131384,290.784626157,289.020327621,287.44311818,287.376951165,287.862766782,288.829707661,290.60962037,292.499157706,292.693780802,292.39859375,288.193956653,292.489150986,290.390245949,288.049083221,287.752865781,287.705142249,288.079585648,289.387395273,291.34315162,292.596769713,293.26358927,293.089546875,286.883985215,292.814955197,291.227737847,289.208958333,286.472692212,286.848191644,287.39721875,288.529759185,290.860024884,292.579588374,293.09077789,292.590167245,287.868368056,292.531442652,290.636059028,288.846079189,287.320053323,287.405870856,288.284026042,289.501330085,290.853715278,292.234123544,293.030091846,293.735520833,287.886357527,292.725428987,290.49517419,289.277744736,287.073549107,287.046546259,288.41234375,290.176157594,291.59114294,291.437841062,292.32703125,293.165439236,288.101224238,292.423984095,290.802037037,288.743144041,287.172809507,287.373560148,287.656099537,288.948174843,291.278993056,292.486845318,293.852011649,293.983984375,287.602609207,292.201459453,290.580126157,288.562757056,286.797481399,286.831455533,287.657907986,287.847460797,289.174045139,291.905908938,292.768767361,292.043104745,287.460790771,293.159731743,291.019566551,288.931346326,286.745378224,286.826261761,287.832059606,289.408161962,291.159762153,292.35078293,292.994705981,294.147948495,287.526057348,292.360593638,291.107418981,289.423652554,286.613717758,286.655353383,287.764154514,288.968365815,290.824359954,293.065743168,293.311103271,292.678943866,288.400899978,292.316898522,290.860179398,289.375665323,287.570465757,287.009501008,287.381490162,288.883716958,290.980642361,291.97203461,292.853251008,293.100970486
-10_41,287.364597334,289.751794915,288.420655093,287.678890009,287.176216518,286.655025762,287.262393519,287.995057684,289.830781829,291.307574485,291.250325381,291.15758912,286.640572357,290.973512545,290.030377315,288.960436268,286.117567584,286.54547211,286.624685185,287.600170811,290.029400463,291.875716286,291.861182796,291.872208912,287.638415099,291.325582997,290.26757581,288.956850358,286.645256696,286.523608311,287.21297338,288.522895385,289.999355903,291.769853271,292.624099462,291.895451389,287.730649082,290.805800851,289.700075231,288.099630936,287.027805915,286.673795363,287.79266088,288.555099126,290.79670544,291.308388777,291.854239471,291.4494375,287.097711694,292.524148185,290.735291667,288.799310036,286.775274678,287.456903562,288.827667824,289.195419467,290.529232639,291.623550067,292.614977039,293.057130787,288.096276882,290.997993392,290.400308449,289.094107303,287.726654266,288.008884409,287.671026042,288.156828517,290.227397569,291.444496528,291.541639225,291.7411875,287.722461918,291.236265681,289.528603009,288.018511425,287.107411954,286.758093078,286.838846644,288.122645049,289.642443866,291.525688284,293.221325605,293.245103588,286.838153562,291.109071461,289.032497106,287.938425739,286.445290948,286.951989247,287.179547454,288.732861783,290.389175347,291.451577621,292.599296595,292.711202546,286.662436716,290.875975582,289.224810764,287.891705869,286.252407614,286.487605287,287.319372106,287.899768705,290.235445602,291.941185036,293.03155746,291.974703125,287.271395609,291.774664539,290.250471644,288.46265793,287.197680432,287.013374216,287.44052662,288.007296147,289.435251157,290.24874776,291.699551971,292.255932292,287.240992384,291.600829413,289.431600116,287.881907482,286.434826389,286.849184028,287.497551505,288.599349238,291.094997685,292.418164203,293.517709453,293.009783565,287.255598118,291.128758961,289.272763889,288.011272401,287.047325192,286.696263441,286.85859375,288.324698141,291.463939815,292.61578629,293.867726254,293.124070023,287.215428987,290.684755264,289.788711806,288.305634521,286.276696429,286.092941868,287.100090856,289.067837702,290.67696875,291.995435708,292.43953573,292.075331597,287.11281082,292.719880152,291.328434606,289.048500224,286.544386161,286.497416555,287.136876157,288.66250168,290.490947917,292.485348342,292.884491487,293.387885417,287.730957661,291.344230511,290.186605903,288.591755712,287.04172495,287.009040099,287.335305556,288.549189068,290.127512153,292.30202789,292.524302755,292.263920718,287.791430892,291.781916443,289.571167245,287.556039427,287.403708094,287.346362567,287.831084491,288.896028226,290.619140625,291.876055108,292.891608423,292.876104745,286.537083893,291.721172155,290.06812963,288.493366935,286.198735119,286.587040211,286.995273727,288.017085013,290.3568125,292.158379256,292.738009073,292.203322338,287.36546483,291.796700269,290.149282986,288.382953069,286.634437004,286.686530578,287.828696181,289.166395609,290.416362269,291.79734095,292.107667451,292.92284375,287.27672155,292.287151098,289.938153935,288.723480623,286.785978423,286.567378472,288.123459491,289.252703293,290.870814236,291.608604391,292.339276994,292.7071875,287.530646841,291.561675627,290.061456019,288.144395161,286.755519636,287.037097894,287.248655093,288.459328517,290.691972801,292.085896617,293.310266577,293.031770833,287.278162522,291.85171427,290.10880787,288.262233423,286.563292411,286.426473454,287.173343171,287.435205533,288.73194213,291.179269713,292.366365367,291.745750579,287.206139113,292.661340166,290.701484375,288.465521393,286.386659846,286.371078629,287.277953125,288.86890681,290.867022569,292.076706989,292.886990367,293.555980324,287.039548051,291.711150314,290.49625463,288.979517249,286.450499132,286.285076725,287.476059606,288.621000224,290.037623843,292.660484991,293.249119624,292.64446412,287.74624944,292.189779346,290.437998843,288.9925028,287.123412955,286.834954637,287.078046296,288.515426747,290.493441551,291.183090838,292.308895049,292.949950231
-10_42,286.721190636,289.217879704,287.800189815,287.26047267,286.837555184,286.524519489,286.769066551,287.401779234,289.433814815,290.351841398,290.972631048,290.55551331,286.275143929,289.91078069,289.306478588,288.409492608,285.749409722,285.965902218,285.970188079,286.984642697,289.326182292,291.095952061,291.406061828,291.334940394,287.030632841,290.492534162,289.648944444,288.075660842,286.139191468,286.051344086,286.573159722,287.846117272,289.12285706,291.118175403,292.028001232,290.748048611,286.819111783,290.239175067,289.043508681,287.52765849,286.336957615,286.20031754,287.367082176,288.251145273,290.260010417,290.521897401,291.616084789,290.42668287,286.494582773,291.778707437,290.316590278,288.447743616,286.308105159,286.815476591,288.257215856,288.836928203,290.141499421,291.137067092,292.179800627,292.151984375,287.211386649,290.729416443,289.693362269,288.085695565,287.125181052,287.733085237,287.198285301,287.797514001,289.958531829,291.19031418,291.684260193,291.517747106,287.215128248,290.309452845,288.76728125,287.429283714,286.630799231,286.253522065,286.304348958,287.464795027,288.792905093,290.503790883,292.464730063,292.227511574,286.302323029,290.273354055,288.161623264,287.20155522,285.965014368,286.502278786,286.772128472,288.093093078,289.989341435,291.078373656,292.275478271,292.517799769,286.204231071,290.228268929,288.740263889,287.351117272,286.004102803,285.993783602,286.583436921,287.167822581,289.59932581,291.229101703,291.901201277,290.488453125,286.613853607,291.158135081,289.661293403,287.790423387,286.399516369,286.230274418,286.654734954,287.473531586,289.093194444,290.077413194,291.449119624,291.422961227,286.607672491,291.238650874,288.995960648,287.711806676,285.965119668,286.438029794,286.917421296,288.168467742,290.278085648,291.791947805,292.892062052,292.275295139,287.074243952,290.2437528,288.824993056,287.54281754,286.753359674,286.223394937,286.416276042,287.502683692,290.073957755,291.899613575,292.973511985,292.138189236,286.598584789,290.810602039,289.388634838,287.657787858,285.918373016,285.704463486,286.631863426,288.406416891,290.030289352,291.329713822,291.777314068,292.209870949,286.720794131,291.90390065,290.766252894,288.312395273,286.121948785,286.069243392,286.650667824,288.049863911,289.860017361,291.826062388,292.044363239,292.705914352,286.936062948,290.912681452,289.581824074,288.029754704,286.327146577,286.476392809,286.890715856,287.85750056,289.434603009,291.666951725,291.739346438,290.819739583,287.203969534,291.188233647,289.124530093,287.169746864,287.181775024,286.912842182,287.007466435,288.115920139,289.937007523,291.239266353,292.312324709,291.872278935,286.195416667,291.072802979,289.461322917,288.097107975,285.874616195,286.09999888,286.569818866,287.578728719,289.727476273,291.745889897,292.592748096,291.892907407,286.946217518,290.766314964,289.309487847,287.794294915,286.297158978,286.21281642,287.119465856,288.62969478,290.098940394,291.210957661,291.495282258,292.218118634,286.937885865,291.785218414,289.593682292,288.223481743,286.442567584,286.358170923,287.545137731,288.795790771,290.114749421,290.918106519,291.760820453,292.085711806,287.174919915,290.727122536,289.178552083,287.655817652,286.296514009,286.502759857,286.808653935,287.669494848,289.820210648,291.663210125,292.846975246,291.827846065,286.806498096,291.360835013,289.559866319,287.856358087,286.193392237,286.075740927,286.690208333,287.246121752,288.326832176,290.471540659,291.750644601,291.408520833,286.696051747,292.168550627,290.005587963,288.051894041,285.992593006,285.791804996,286.549840278,287.977745856,289.753815394,291.512372872,292.562221662,293.073273148,286.944243952,290.785199933,289.677392361,288.537764337,285.978608631,285.798457101,286.916204282,288.375176971,289.462295718,292.10531474,292.323401098,291.686578704,287.274125224,291.251825157,290.022016782,288.540979503,286.843782926,286.465966062,286.615708912,288.11484487,290.375696181,291.695059924,292.694614695,292.620438657
-10_43,286.442862903,288.834139225,287.391506944,286.37891073,286.260081225,285.813952173,285.826754051,286.670435148,288.843541088,290.317101815,291.536864919,290.309458333,285.469773185,289.429025538,288.607548032,287.669004256,284.952609747,285.209347558,285.611920718,286.569251792,288.315588542,290.536738911,291.126636985,290.808929398,286.588397737,290.359172267,289.236030093,287.449311156,285.527136657,285.330413866,285.95500463,287.242376232,288.825079282,290.757890905,291.785119288,290.643635995,286.357456317,289.66750112,288.684217014,287.142848342,285.86420558,285.840366263,286.764992477,287.546850918,289.492786458,290.735638441,291.598998656,290.300250579,286.002434476,291.057374552,289.677280093,287.726761313,285.701364707,286.342870744,287.122507523,287.963133401,289.613918403,291.202176859,292.469553651,291.822702546,286.754596214,290.714075941,289.378947338,287.769969758,286.668979415,286.862832661,286.562117477,287.699814628,289.782872106,291.354631496,292.039106743,291.977994213,286.718156362,289.940800291,288.291201968,286.929195228,286.106209077,285.923103719,286.083772569,286.962698253,288.566148148,291.059936156,292.338169803,291.906950231,285.871176635,290.291225918,287.988108796,286.735703405,285.553784722,286.061656026,286.287313079,287.646306564,289.63520544,290.666641465,292.135760529,292.386771412,285.838939292,290.041318324,288.439652778,286.939988239,285.502595486,285.466325045,285.830759259,286.666115591,288.977671875,291.034723342,292.034206429,290.942841435,286.003340054,290.312329189,288.758165509,287.186756832,285.718842386,285.77265065,286.252925347,287.173076277,288.688322338,290.206699709,291.674158266,291.450757523,286.271995968,290.680383065,288.428781829,287.224727823,285.713777282,285.911339046,286.479387153,287.720507953,289.985064815,291.673091958,292.955918459,292.058688657,286.550081765,289.856657706,288.069093171,286.888326613,286.075938099,285.728408378,285.97960706,286.932275426,289.376594329,291.857937948,292.790232975,291.894359954,286.108071237,291.033932572,289.135625579,287.345811492,285.572517981,285.384473006,286.055499421,287.487361111,289.732910301,291.335676523,291.741605063,291.966028935,286.250901658,291.476572581,289.492597222,287.451116711,285.686073289,285.562830421,286.186329282,287.693366935,289.293401042,291.582358311,291.958679996,292.651155671,286.467436156,290.436682348,288.779425926,287.525584677,285.978817584,285.859206429,286.286448495,287.472619848,289.129998843,291.142357751,291.922636089,290.415960069,286.784116263,290.409737343,288.708952546,286.879584453,286.649809626,286.340801411,286.608145255,287.919983759,289.786655671,291.369786626,291.93078349,291.27107581,285.829514449,290.32625224,289.061367477,287.567685932,285.406668527,285.574676859,286.15129919,287.136052307,289.277166667,291.23062892,292.370140009,291.410793403,286.478494624,290.844903114,289.060292824,287.507988911,285.875713046,285.670168571,286.148962384,287.630819892,289.761056134,291.521775314,292.184001456,292.308758102,286.564281474,291.507596886,289.300213542,287.749982079,285.876445313,285.823814404,286.973942708,288.113710797,289.496994213,290.544789987,291.753854167,292.041260417,286.541454413,290.417898185,288.541784722,287.256705309,285.924691691,286.089010417,286.36744213,287.16593862,289.314752315,291.375135529,292.71499888,291.507427662,286.362230063,291.050554435,289.121743056,287.242727375,285.713324653,285.56577621,286.117202546,286.897409834,288.067530671,290.219186828,291.934023297,291.831853009,286.139243952,291.850292339,289.495043403,287.617547603,285.387622768,285.337212702,286.051471644,287.466529458,289.392722222,291.557645609,292.880928539,292.96184838,286.548654234,290.189504368,289.089244213,288.064438844,285.604921255,285.598035954,286.40765625,287.779675179,289.514894676,292.237355511,292.264350358,291.209497106,286.827853383,290.911962926,289.251960069,287.863402778,286.234717433,285.896860999,286.016483796,287.685187612,289.974167824,291.819962478,293.123617832,292.542079282
